Airport_ID,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ,Type,Source
4153,Lien Khuong Airport,Dalat,Vietnam,DLI,VVDL,11.75,108.366997,3156,7,U,Asia/Saigon,airport,OurAirports
4154,Dong Hoi Airport,Dong Hoi,Vietnam,VDH,VVDH,17.515,106.590556,59,7,U,Asia/Saigon,airport,OurAirports
4155,Rach Gia Airport,Rach Gia,Vietnam,VKG,VVRG,9.958029972,105.1323795,7,7,U,Asia/Saigon,airport,OurAirports
4156,Cà Mau Airport,Ca Mau,Vietnam,CAH,VVCM,9.177667,105.177778,6,7,U,Asia/Saigon,airport,OurAirports
4157,Chu Lai International Airport,Chu Lai,Vietnam,VCL,VVCA,15.40330029,108.7060013,10,7,U,Asia/Saigon,airport,OurAirports
4158,Dong Tac Airport,Tuy Hoa,Vietnam,TBB,VVTH,13.04959965,109.3339996,20,7,U,Asia/Saigon,airport,OurAirports
4159,Mae Hong Son Airport,Pai,Thailand,PYY,VTCI,19.37199974,98.43699646,1271,7,U,Asia/Bangkok,airport,OurAirports
4160,Bol Airport,Brac,Croatia,BWK,LDSB,43.28570175,16.67970085,1776,1,E,Europe/Zagreb,airport,OurAirports
4161,Yaoundé Nsimalen International Airport,Yaounde,Cameroon,NSI,FKYS,3.722559929,11.5532999,2278,1,N,Africa/Douala,airport,OurAirports
4162,Conakry International Airport,Conakry,Guinea,CKY,GUCY,9.57689,-13.612,72,0,N,Africa/Conakry,airport,OurAirports
4165,Aachen-Merzbrück Airport,Aachen,Germany,AAH,EDKA,50.82305527,6.186388969,623,1,E,Europe/Berlin,airport,OurAirports
4166,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,EDSB,48.77939987,8.080499649,408,1,E,Europe/Berlin,airport,OurAirports
4167,Orlando Sanford International Airport,Sanford,United States,SFB,KSFB,28.77759933,-81.23750305,55,-5,A,America/New_York,airport,OurAirports
4169,John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST,KJST,40.31610107,-78.83390045,2284,-5,A,America/New_York,airport,OurAirports
4170,Lukla Airport,Lukla,Nepal,LUA,VNLK,27.68689919,86.72969818,9380,5.75,N,Asia/Katmandu,airport,OurAirports
4171,Bhojpur Airport,Bhojpur,Nepal,BHP,VNBJ,27.1473999,87.05079651,4000,5.75,N,Asia/Katmandu,airport,OurAirports
4172,Lamidanda Airport,Lamidanda,Nepal,LDN,VNLD,27.25309944,86.66999817,4100,5.75,N,Asia/Katmandu,airport,OurAirports
4173,Jomsom Airport,Jomsom,Nepal,JMO,VNJS,28.780426,83.723,8976,5.75,N,Asia/Katmandu,airport,OurAirports
4174,Manang Airport,Manang,Nepal,NGX,VNMA,28.641399,84.089203,11001,5.75,N,Asia/Katmandu,airport,OurAirports
4175,Phaplu Airport,Phaplu,Nepal,PPL,VNPL,27.517787,86.584454,7918,5.75,N,Asia/Katmandu,airport,OurAirports
4177,Rumjatar Airport,Rumjatar,Nepal,RUM,VNRT,27.30349922,86.55039978,4500,5.75,N,Asia/Katmandu,airport,OurAirports
4178,Tulsipur Airport,Dang,Nepal,DNP,VNDG,28.11109924,82.29419708,2100,5.75,N,Asia/Katmandu,airport,OurAirports
4179,Rukum Chaurjahari Airport,Rukumkot,Nepal,RUK,VNRK,28.627001,82.195,2500,5.75,N,Asia/Katmandu,airport,OurAirports
4180,Jumla Airport,Jumla,Nepal,JUM,VNJL,29.2742,82.193298,7700,5.75,N,Asia/Katmandu,airport,OurAirports
4182,Taplejung Airport,Taplejung,Nepal,TPJ,VNTJ,27.3509,87.69525,7990,5.75,N,Asia/Katmandu,airport,OurAirports
4183,Tumling Tar Airport,Tumling Tar,Nepal,TMI,VNTR,27.315001,87.193298,1700,5.75,N,Asia/Katmandu,airport,OurAirports
4184,Surkhet Airport,Surkhet,Nepal,SKH,VNSK,28.586,81.636002,2400,5.75,N,Asia/Katmandu,airport,OurAirports
4185,Simikot Airport,Simikot,Nepal,IMK,VNST,29.97109985,81.81890106,9246,5.75,N,Asia/Katmandu,airport,OurAirports
4186,Dolpa Airport,Dolpa,Nepal,DOP,VNDP,28.98570061,82.81909943,8200,5.75,N,Asia/Katmandu,airport,OurAirports
4187,Bajhang Airport,Bajhang,Nepal,BJH,VNBG,29.53899956,81.18540192,4100,5.75,N,Asia/Katmandu,airport,OurAirports
4188,Dhangarhi Airport,Dhangarhi,Nepal,DHI,VNDH,28.75329971,80.58190155,690,5.75,N,Asia/Katmandu,airport,OurAirports
4189,Muan International Airport,Muan,South Korea,MWX,RKJB,34.991406,126.382814,35,9,U,Asia/Seoul,airport,OurAirports
4190,Astypalaia Airport,Astypalaia,Greece,JTY,LGPL,36.57989883,26.37579918,165,2,E,Europe/Athens,airport,OurAirports
4191,Ikaria Airport,Ikaria,Greece,JIK,LGIK,37.68270111,26.3470993,79,2,E,Europe/Athens,airport,OurAirports
4192,Kalymnos Airport,Kalymnos,Greece,JKL,LGKY,36.9632988,26.94059944,771,2,E,Europe/Athens,airport,OurAirports
4193,Milos Airport,Milos,Greece,MLO,LGML,36.696899,24.4769,10,2,E,Europe/Athens,airport,OurAirports
4194,Naxos Airport,Cyclades Islands,Greece,JNX,LGNX,37.08110046,25.36809921,10,2,E,Europe/Athens,airport,OurAirports
4195,Paros National Airport,Paros,Greece,PAS,LGPA,37.020495,25.113195,131,2,E,Europe/Athens,airport,OurAirports
4196,Kastelorizo Airport,Kastelorizo,Greece,KZS,LGKJ,36.14170074,29.57640076,489,2,E,Europe/Athens,airport,OurAirports
4197,Marsa Alam International Airport,Marsa Alam,Egypt,RMF,HEMA,25.5571003,34.58369827,251,2,U,Africa/Cairo,airport,OurAirports
4198,Weeze Airport,Weeze,Germany,NRN,EDLV,51.60240173,6.142169952,106,1,E,Europe/Berlin,airport,OurAirports
4199,Francisco B. Reyes Airport,Busuanga,Philippines,USU,RPVV,12.12150002,120.0999985,148,8,N,Asia/Manila,airport,OurAirports
4200,Bancasi Airport,Butuan,Philippines,BXU,RPME,8.9515,125.4788,141,8,N,Asia/Manila,airport,OurAirports
4201,Dipolog Airport,Dipolog,Philippines,DPL,RPMG,8.601983499,123.3418751,12,8,N,Asia/Manila,airport,OurAirports
4202,Laoag International Airport,Laoag,Philippines,LAO,RPLI,18.17810059,120.5319977,25,8,N,Asia/Manila,airport,OurAirports
4203,Legazpi City International Airport,Legazpi,Philippines,LGP,RPLP,13.1575,123.735,66,8,N,Asia/Manila,airport,OurAirports
4204,Labo Airport,Ozamis,Philippines,OZC,RPMO,8.178509712,123.8420029,75,8,N,Asia/Manila,airport,OurAirports
4206,Mactan Cebu International Airport,Cebu,Philippines,CEB,RPVM,10.30749989,123.9789963,31,8,N,Asia/Manila,airport,OurAirports
4207,Norden-Norddeich Airport,Norden,Germany,NOD,EDWS,53.63305664,7.190278053,3,1,E,Europe/Berlin,airport,OurAirports
4208,Juist Airport,Juist,Germany,JUI,EDWJ,53.68111038,7.055832863,7,1,E,Europe/Berlin,airport,OurAirports
4209,Porto Seguro Airport,Porto Seguro,Brazil,BPS,SBPS,-16.438601,-39.080898,168,-3,S,America/Fortaleza,airport,OurAirports
4213,Iguatu Airport,Iguatu,Brazil,QIG,SNIG,-6.34664011,-39.29380035,699,-3,S,America/Fortaleza,airport,OurAirports
4214,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,PMW,SBPJ,-10.29150009,-48.35699844,774,-3,S,America/Fortaleza,airport,OurAirports
4215,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,CLV,SBCN,-17.72529984,-48.60749817,2247,-3,S,America/Sao_Paulo,airport,OurAirports
4216,Missoula International Airport,Missoula,United States,MSO,KMSO,46.91630173,-114.0910034,3206,-7,A,America/Denver,airport,OurAirports
4217,Blackall Airport,Blackall,Australia,BKQ,YBCK,-24.42779922,145.4290009,928,10,O,Australia/Brisbane,airport,OurAirports
4218,Bundaberg Airport,Bundaberg,Australia,BDB,YBUD,-24.90390015,152.3190002,107,10,O,Australia/Brisbane,airport,OurAirports
4219,Grand Canyon National Park Airport,Grand Canyon,United States,GCN,KGCN,35.95240021,-112.1470032,6609,-7,N,America/Phoenix,airport,OurAirports
4220,Sugar Land Regional Airport,Sugar Land,United States,SGR,KSGR,29.62229919,-95.65650177,82,-6,A,America/Chicago,airport,OurAirports
4221,Hayman Island Heliport,Hayman Island,Australia,\N,YHYN,-20.0599,148.8834,8,10,O,Australia/Brisbane,airport,OurAirports
4222,Centennial Airport,Denver,United States,APA,KAPA,39.57009888,-104.848999,5885,-7,A,America/Denver,airport,OurAirports
4223,Clovis Municipal Airport,Clovis,United States,CVN,KCVN,34.42509842,-103.0790024,4216,-7,A,America/Denver,airport,OurAirports
4224,Fort Stockton Pecos County Airport,Fort Stockton,United States,FST,KFST,30.91570091,-102.9160004,3011,-6,A,America/Chicago,airport,OurAirports
4225,Las Vegas Municipal Airport,Las Vegas,United States,LVS,KLVS,35.65420151,-105.1419983,6877,-7,A,America/Denver,airport,OurAirports
4226,West Houston Airport,Houston,United States,IWS,KIWS,29.81819916,-95.67259979,111,-6,A,America/Chicago,airport,OurAirports
4227,La Junta Municipal Airport,La Junta,United States,\N,KLHX,38.04970169,-103.5090027,4229,-7,A,America/Denver,airport,OurAirports
4228,Las Cruces International Airport,Las Cruces,United States,LRU,KLRU,32.28939819,-106.9219971,4456,-7,A,America/Denver,airport,OurAirports
4229,Stephens County Airport,Breckenridge,United States,BKD,KBKD,32.71900177,-98.89099884,1284,-6,A,America/Chicago,airport,OurAirports
4230,Draughon Miller Central Texas Regional Airport,Temple,United States,TPL,KTPL,31.15250015,-97.40779877,682,-6,A,America/Chicago,airport,OurAirports
4231,Ozona Municipal Airport,Ozona,United States,OZA,KOZA,30.73530006,-101.2030029,2381,-6,A,America/Chicago,airport,OurAirports
4235,Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,KDM,VRMT,0.488130987,72.99690247,2,5,U,Indian/Maldives,airport,OurAirports
4236,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,LAK,CYKD,68.223297,-135.00599,23,-7,A,America/Edmonton,airport,OurAirports
4237,Déline Airport,Deline,Canada,YWJ,CYWJ,65.21109772,-123.435997,703,-7,A,America/Edmonton,airport,OurAirports
4238,Tulita Airport,Tulita,Canada,ZFN,CZFN,64.909697,-125.572998,332,-7,A,America/Edmonton,airport,OurAirports
4239,Fort Good Hope Airport,Fort Good Hope,Canada,YGH,CYGH,66.24079895,-128.651001,268,-7,A,America/Edmonton,airport,OurAirports
4242,Tanna Airport,Tanna,Vanuatu,TAH,NVVW,-19.45509911,169.223999,19,11,U,Pacific/Efate,airport,OurAirports
4244,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,YPC,CYPC,69.36083812,-124.07547,15,-7,A,America/Edmonton,airport,OurAirports
4247,El Trompillo Airport,Santa Cruz,Bolivia,SRZ,SLET,-17.81159973,-63.17150116,1371,-4,U,America/La_Paz,airport,OurAirports
4249,Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,SAB,TNCS,17.64500046,-63.22000122,60,-4,U,America/Curacao,airport,OurAirports
4250,Eagle County Regional Airport,Vail,United States,EGE,KEGE,39.64260101,-106.9179993,6548,-7,A,America/Denver,airport,OurAirports
4252,Stokmarknes Skagen Airport,Stokmarknes,Norway,SKN,ENSK,68.5788269,15.03341675,11,1,E,Europe/Oslo,airport,OurAirports
4253,Cuyahoga County Airport,Richmond Heights,United States,CGF,KCGF,41.56510162,-81.48639679,879,-5,A,America/New_York,airport,OurAirports
4254,Mansfield Lahm Regional Airport,Mansfield,United States,MFD,KMFD,40.82139969,-82.51660156,1297,-5,A,America/New_York,airport,OurAirports
4255,Columbus Metropolitan Airport,Columbus,United States,CSG,KCSG,32.5163002,-84.93890381,397,-5,A,America/New_York,airport,OurAirports
4256,Lawton Fort Sill Regional Airport,Lawton,United States,LAW,KLAW,34.56769943,-98.41660309,1110,-6,A,America/Chicago,airport,OurAirports
4257,Northern Colorado Regional Airport,Fort Collins,United States,FNL,KFNL,40.451804,-105.011,5016,-7,A,America/Denver,airport,OurAirports
4261,Flagstaff Pulliam Airport,Flagstaff,United States,FLG,KFLG,35.13850021,-111.6709976,7014,-7,N,America/Phoenix,airport,OurAirports
4262,Lake Tahoe Airport,South Lake Tahoe,United States,TVL,KTVL,38.89390182,-119.9950027,6264,-8,A,America/Los_Angeles,airport,OurAirports
4263,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,TWF,KTWF,42.4818,-114.487999,4154,-7,A,America/Denver,airport,OurAirports
4265,Martha's Vineyard Airport,Vineyard Haven MA,United States,MVY,KMVY,41.39310074,-70.61430359,67,-5,A,America/New_York,airport,OurAirports
4268,Concord Municipal Airport,Concord NH,United States,CON,KCON,43.20270157,-71.50229645,342,-5,A,America/New_York,airport,OurAirports
4270,Groton New London Airport,Groton CT,United States,GON,KGON,41.33010101,-72.04509735,9,-5,A,America/New_York,airport,OurAirports
4271,St Cloud Regional Airport,Saint Cloud,United States,STC,KSTC,45.54660034,-94.05989838,1031,-6,A,America/Chicago,airport,OurAirports
4272,Qinhuangdao Beidaihe Airport,Bagan,Burma,BPE,ZBDH,39.666389,119.058889,46,8,U,Asia/Shanghai,airport,OurAirports
4273,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,KGTR,33.45029831,-88.59140015,264,-6,A,America/Chicago,airport,OurAirports
4274,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,GOJ,UWGG,56.23009872,43.7840004,256,3,N,Europe/Moscow,airport,OurAirports
4275,Bowerman Airport,Hoquiam,United States,HQM,KHQM,46.97119904,-123.9369965,18,-8,A,America/Los_Angeles,airport,OurAirports
4276,Erie International Tom Ridge Field,Erie,United States,ERI,KERI,42.08312701,-80.17386675,732,-5,A,America/New_York,airport,OurAirports
4278,Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA,KHYA,41.66930008,-70.28040314,54,-5,A,America/New_York,airport,OurAirports
4279,San Pedro Airport,San Pedro,Belize,SPR,MZSP,17.9139,-87.9711,4,-6,U,America/Belize,airport,OurAirports
4280,Sedona Airport,Sedona,United States,SDX,KSEZ,34.84859848,-111.788002,4830,-7,A,America/Phoenix,airport,OurAirports
4284,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,MGW,KMGW,39.64289856,-79.91629791,1248,-5,A,America/New_York,airport,OurAirports
4285,Yeager Airport,Charleston,United States,CRW,KCRW,38.37310028,-81.59320068,981,-5,A,America/New_York,airport,OurAirports
4286,Wilkes Barre Scranton International Airport,Scranton,United States,AVP,KAVP,41.33850098,-75.7233963,962,-5,A,America/New_York,airport,OurAirports
4287,Bemidji Regional Airport,Bemidji,United States,BJI,KBJI,47.50939941,-94.93370056,1391,-6,A,America/Chicago,airport,OurAirports
4289,Thangool Airport,Biloela,Australia,THG,YTNG,-24.4939003,150.576004,644,10,O,Australia/Brisbane,airport,OurAirports
4290,Fagali'i Airport,Apia,Samoa,FGI,NSFI,-13.84869957,-171.7400055,131,13,U,Pacific/Apia,airport,OurAirports
4291,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,BNK,YBNA,-28.83390045,153.5619965,7,10,O,Australia/Sydney,airport,OurAirports
4292,Hector International Airport,Fargo,United States,FAR,KFAR,46.92070007,-96.81580353,902,-6,A,America/Chicago,airport,OurAirports
4293,Charles B. Wheeler Downtown Airport,Kansas City,United States,MKC,KMKC,39.12319946,-94.59279633,759,-6,A,America/Chicago,airport,OurAirports
4295,Ratanakiri Airport,Ratanakiri,Cambodia,RBE,VDRK,13.72999954,106.9869995,0,7,U,Asia/Phnom_Penh,airport,OurAirports
4296,Gillette Campbell County Airport,Gillette,United States,GCC,KGCC,44.34889984,-105.5390015,4365,-7,A,America/Denver,airport,OurAirports
4297,Bogashevo Airport,Tomsk,Russia,TOF,UNTT,56.38029861,85.20829773,597,7,N,Asia/Krasnoyarsk,airport,OurAirports
4298,El Toro Marine Corps Air Station,Santa Ana,United States,NZJ,KNZJ,33.67610168,-117.7310028,383,-8,A,America/Los_Angeles,airport,OurAirports
4299,Phetchabun Airport,Phetchabun,Thailand,PHY,VTPB,16.6760006,101.1949997,450,7,U,Asia/Bangkok,airport,OurAirports
4300,Chumphon Airport,Chumphon,Thailand,CJM,VTSE,10.71119976,99.36170197,18,7,U,Asia/Bangkok,airport,OurAirports
4301,Jiuzhai Huanglong Airport,Jiuzhaigou,China,JZH,ZUJZ,32.85333333,103.6822222,11327,8,U,Asia/Shanghai,airport,OurAirports
4302,Jieyang Chaoshan International Airport,Shantou,China,SWA,ZGOW,23.552,116.5033,0,8,U,Asia/Shanghai,airport,OurAirports
4303,Enghien Moisselles Airfield,Enghien-moisselles,France,\N,LFFE,49.046398,2.35306,335,1,E,Europe/Paris,airport,OurAirports
4304,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,SYCJ,6.498549938,-58.2541008,95,-4,U,America/Guyana,airport,OurAirports
4305,Guarani International Airport,Ciudad del Este,Paraguay,AGT,SGES,-25.454516,-54.842682,846,-4,S,America/Asuncion,airport,OurAirports
4306,Eugene F. Correira International Airport,Georgetown,Guyana,OGL,SYGO,6.80628,-58.1059,10,-4,U,America/Guyana,airport,OurAirports
4307,Kaieteur International Airport,Kaieteur,Guyana,KAI,PKSA,5.172754765,-59.49148178,1520,-4,U,America/Guyana,airport,OurAirports
4308,Dunhuang Airport,Dunhuang,China,DNH,ZLDH,40.16109848,94.80919647,0,8,U,Asia/Shanghai,airport,OurAirports
4309,Ancona Falconara Airport,Ancona,Italy,AOI,LIPY,43.616299,13.3623,49,1,E,Europe/Rome,airport,OurAirports
4312,Chamonate Airport,Copiapo,Chile,\N,SCHA,-27.2968998,-70.4131012,984,-4,S,America/Santiago,airport,OurAirports
4313,Taba International Airport,Taba,Egypt,TCP,HETB,29.58779907,34.77809906,2415,2,U,Africa/Cairo,airport,OurAirports
4314,Edward Bodden Airfield,Little Cayman,Cayman Islands,LYB,MWCL,19.660161,-80.088826,3,-5,N,America/Cayman,airport,OurAirports
4315,Milas Bodrum International Airport,Bodrum,Turkey,BJV,LTFE,37.25059891,27.66430092,21,3,E,Europe/Istanbul,airport,OurAirports
4316,Tabarka 7 Novembre Airport,Tabarka,Tunisia,TBJ,DTKA,36.97999954,8.876939774,230,1,E,Africa/Tunis,airport,OurAirports
4317,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312,3,E,Europe/Istanbul,airport,OurAirports
4318,University Park Airport,State College Pennsylvania,United States,SCE,KUNV,40.84930038,-77.84870148,1239,-5,A,America/New_York,airport,OurAirports
4319,Broome International Airport,Broome,Australia,BME,YBRM,-17.94470024,122.2320023,56,8,O,Australia/Perth,airport,OurAirports
4320,Newcastle Airport,Newcastle,Australia,NTL,YWLM,-32.79499817,151.8339996,31,10,O,Australia/Sydney,airport,OurAirports
4321,Bakki Airport,Bakki,Iceland,\N,BIBA,63.55609894,-20.13750076,45,0,N,Atlantic/Reykjavik,airport,OurAirports
4322,Klagenfurt Airport,Klagenfurt,Austria,KLU,LOWK,46.642502,14.3377,1472,1,E,Europe/Vienna,airport,OurAirports
4325,Hammerfest Airport,Hammerfest,Norway,HFT,ENHF,70.67970276,23.66860008,266,1,E,Europe/Oslo,airport,OurAirports
4326,Valan Airport,Honningsvag,Norway,HVG,ENHV,71.00969696,25.98360062,44,1,E,Europe/Oslo,airport,OurAirports
4327,Mehamn Airport,Mehamn,Norway,MEH,ENMH,71.02970123,27.82670021,39,1,E,Europe/Oslo,airport,OurAirports
4328,Vadsø Airport,Vadsø,Norway,VDS,ENVD,70.06529999,29.84469986,127,1,E,Europe/Oslo,airport,OurAirports
4330,Imam Khomeini International Airport,Tehran,Iran,IKA,OIIE,35.41609955,51.15219879,3305,3.5,E,Asia/Tehran,airport,OurAirports
4331,Mashhad International Airport,Mashhad,Iran,MHD,OIMM,36.23519897,59.64099884,3263,3.5,E,Asia/Tehran,airport,OurAirports
4333,Ust-Ilimsk Airport,Ust Ilimsk,Russia,UIK,UIBS,58.13610077,102.5650024,1339,8,N,Asia/Irkutsk,airport,OurAirports
4335,Key Field,Meridian,United States,MEI,KMEI,32.33259964,-88.75189972,297,-6,A,America/Chicago,airport,OurAirports
4336,Abraham Lincoln Capital Airport,Springfield,United States,SPI,KSPI,39.84410095,-89.67790222,598,-6,A,America/Chicago,airport,OurAirports
4338,Cortez Municipal Airport,Cortez,United States,CEZ,KCEZ,37.3030014,-108.6279984,5918,-7,A,America/Denver,airport,OurAirports
4339,Yampa Valley Airport,Hayden,United States,HDN,KHDN,40.48120117,-107.2180023,6606,-7,A,America/Denver,airport,OurAirports
4340,Gallup Municipal Airport,Gallup,United States,GUP,KGUP,35.51110077,-108.7890015,6472,-7,A,America/Denver,airport,OurAirports
4341,Liberal Mid-America Regional Airport,Liberal,United States,LBL,KLBL,37.0442009,-100.9599991,2885,-6,A,America/Chicago,airport,OurAirports
4342,Lamar Municipal Airport,Lamar,United States,LAA,KLAA,38.06969833,-102.6880035,3706,-7,A,America/Denver,airport,OurAirports
4343,Renner Field-Goodland Municipal Airport,Goodland,United States,GLD,KGLD,39.37060165,-101.6989975,3656,-7,A,America/Denver,airport,OurAirports
4344,Yellowstone Regional Airport,Cody,United States,COD,KCOD,44.52019882,-109.0240021,5102,-7,A,America/Denver,airport,OurAirports
4345,"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,HOV,ENOV,62.18000031,6.074100018,243,1,E,Europe/Oslo,airport,OurAirports
4347,St. Mary's Airport,ST MARY\'S,United Kingdom,ISC,EGHE,49.91329956,-6.291669846,116,0,E,Europe/London,airport,OurAirports
4348,Springfield Branson National Airport,Springfield,United States,SGF,KSGF,37.24570084,-93.38860321,1268,-6,A,America/Chicago,airport,OurAirports
4349,Narvik Framnes Airport,Narvik,Norway,NVK,ENNK,68.43689728,17.38669968,95,1,E,Europe/Oslo,airport,OurAirports
4350,Berlevåg Airport,Berlevag,Norway,BVG,ENBV,70.871399,29.034201,42,1,E,Europe/Oslo,airport,OurAirports
4351,"Oslo, Fornebu Airport",Oslo,Norway,FBU,ENFB,59.89580154,10.6171999,0,1,E,Europe/Oslo,airport,OurAirports
4352,Norilsk-Alykel Airport,Norilsk,Russia,NSK,UOOO,69.31109619,87.3321991,574,7,N,Asia/Krasnoyarsk,airport,OurAirports
4353,Anapa Vityazevo Airport,Anapa,Russia,AAQ,URKA,45.0021019,37.34730148,174,3,N,Europe/Moscow,airport,OurAirports
4354,Joplin Regional Airport,Joplin,United States,JLN,KJLN,37.15179825,-94.49829865,981,-6,A,America/Chicago,airport,OurAirports
4355,Lehigh Valley International Airport,Allentown,United States,ABE,KABE,40.65209961,-75.44080353,393,-5,A,America/New_York,airport,OurAirports
4356,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,KXNA,36.281898,-94.306801,1287,-6,A,America/Chicago,airport,OurAirports
4357,Atyrau Airport,Atyrau,Kazakhstan,GUW,UATG,47.12189865,51.82139969,-72,5,U,Asia/Oral,airport,OurAirports
4358,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,KZO,UAOO,44.706902,65.592499,433,6,U,Asia/Qyzylorda,airport,OurAirports
4359,South Bend Regional Airport,South Bend,United States,SBN,KSBN,41.70869827,-86.31729889,799,-5,A,America/New_York,airport,OurAirports
4360,Bykovo Airport,Moscow,Russia,BKA,UUBB,55.61719894,38.06000137,427,3,N,Europe/Moscow,airport,OurAirports
4362,Talagi Airport,Arkhangelsk,Russia,ARH,ULAA,64.60030365,40.71670151,62,3,N,Europe/Moscow,airport,OurAirports
4363,Saratov Central Airport,Saratov,Russia,RTW,UWSS,51.56499863,46.04669952,499,3,N,Europe/Moscow,airport,OurAirports
4364,Novy Urengoy Airport,Novy Urengoy,Russia,NUX,USMU,66.06939697,76.52030182,210,5,N,Asia/Yekaterinburg,airport,OurAirports
4365,Noyabrsk Airport,Noyabrsk,Russia,NOJ,USRO,63.18330002,75.26999664,446,5,N,Asia/Yekaterinburg,airport,OurAirports
4367,Aktau Airport,Aktau,Kazakhstan,SCO,UATE,43.8601,51.091999,73,5,U,Asia/Oral,airport,OurAirports
4368,Ukhta Airport,Ukhta,Russia,UCT,UUYH,63.56689835,53.80469894,482,3,N,Europe/Moscow,airport,OurAirports
4369,Usinsk Airport,Usinsk,Russia,USK,UUYS,66.00469971,57.36719894,262,3,N,Europe/Moscow,airport,OurAirports
4370,Pechora Airport,Pechora,Russia,PEX,UUYP,65.12110138,57.13079834,98,3,N,Europe/Moscow,airport,OurAirports
4371,Naryan Mar Airport,Naryan-Mar,Russia,NNM,ULAM,67.63999939,53.12189865,36,3,N,Europe/Moscow,airport,OurAirports
4372,Pskov Airport,Pskov,Russia,PKV,ULOO,57.78390121,28.39559937,154,3,N,Europe/Moscow,airport,OurAirports
4373,Kogalym International Airport,Kogalym,Russia,KGP,USRK,62.19039917,74.53379822,220,5,N,Asia/Yekaterinburg,airport,OurAirports
4374,Yemelyanovo Airport,Krasnoyarsk,Russia,KJA,UNKL,56.172901,92.493301,942,7,N,Asia/Krasnoyarsk,airport,OurAirports
4375,Sary-Arka Airport,Karaganda,Kazakhstan,KGF,UAKK,49.67079926,73.33439636,1765,6,U,Asia/Qyzylorda,airport,OurAirports
4376,Novosibirsk North Airport,Novosibirsk,Russia,\N,UNCC,55.09170151,82.90670013,558,7,N,Asia/Krasnoyarsk,airport,OurAirports
4377,Uray Airport,Uraj,Russia,URJ,USHU,60.10329819,64.8266983,190,5,N,Asia/Yekaterinburg,airport,OurAirports
4379,Ivanovo South Airport,Ivanovo,Russia,IWA,UUBI,56.93939972,40.94079971,410,3,N,Europe/Moscow,airport,OurAirports
4380,Longjia Airport,Changchun,China,CGQ,ZYCC,43.99620056,125.6849976,706,8,U,Asia/Shanghai,airport,OurAirports
4381,Niigata Airport,Niigata,Japan,KIJ,RJSN,37.95589828,139.1210022,29,9,U,Asia/Tokyo,airport,OurAirports
4382,Johnston Atoll Airport,Johnston Island,Johnston Atoll,JON,PJON,16.72859955,-169.5339966,7,-10,U,Pacific/Johnston,airport,OurAirports
4383,Smith Field,Fort Wayne IN,United States,SMD,KSMD,41.14339828,-85.15280151,835,-5,A,America/New_York,airport,OurAirports
4384,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,ACV,KACV,40.978101,-124.109,221,-8,A,America/Los_Angeles,airport,OurAirports
4386,Albert J Ellis Airport,Jacksonville NC,United States,OAJ,KOAJ,34.82920074,-77.61209869,94,-5,A,America/New_York,airport,OurAirports
4387,Tuscaloosa Regional Airport,Tuscaloosa AL,United States,TCL,KTCL,33.22060013,-87.61139679,170,-6,A,America/Chicago,airport,OurAirports
4388,Dubuque Regional Airport,Dubuque IA,United States,DBQ,KDBQ,42.40200043,-90.70950317,1077,-6,A,America/Chicago,airport,OurAirports
4390,Shun Tak Heliport,Hong Kong,Hong Kong,HHP,VHST,22.28937149,114.152153,107,8,N,Asia/Hong_Kong,airport,OurAirports
5404,Uru Harbour Airport,Atoifi,Solomon Islands,ATD,AGAT,-8.87333,161.011002,0,11,U,Pacific/Guadalcanal,airport,OurAirports
5405,Gwaunaru'u Airport,Auki,Solomon Islands,AKS,AGGA,-8.70257,160.682007,5,11,U,Pacific/Guadalcanal,airport,OurAirports
5406,Ballalae Airport,Ballalae,Solomon Islands,BAS,AGGE,-6.990745,155.886656,5,11,U,Pacific/Guadalcanal,airport,OurAirports
5407,Fera/Maringe Airport,Fera Island,Solomon Islands,FRE,AGGF,-8.1075,159.576996,0,11,U,Pacific/Guadalcanal,airport,OurAirports
